client_id,dispatcher_id,tow_truck_id,status,node_id,car_value,completed_time,order_time
9447,,,pending,558,1189.58,,2024-07-25T03:06:50.092531+00:00
32098,,,pending,622,4547.65,,2024-07-25T03:06:57.092182+00:00
51990,,,pending,292,5069.01,,2024-07-25T03:08:01.092140+00:00
55994,,,pending,396,5342.94,,2024-07-25T03:08:51.092518+00:00
74705,,,pending,1185,2515.36,,2024-07-25T03:09:01.092187+00:00
21528,,,pending,526,5513.42,,2024-07-25T03:09:09.092665+00:00
65795,,,pending,238,2591.02,,2024-07-25T03:10:30.092308+00:00
67944,,,pending,559,4532.32,,2024-07-25T03:10:48.092658+00:00
93154,,,pending,474,5363.94,,2024-07-25T03:11:10.092329+00:00
42042,,,pending,1063,5926.72,,2024-07-25T03:11:54.092239+00:00
93655,,,pending,829,3162.37,,2024-07-25T03:12:15.092487+00:00
8362,,,pending,1026,7580.21,,2024-07-25T03:12:33.092159+00:00
73223,,,pending,865,1613.6,,2024-07-25T03:13:24.092275+00:00
25354,,,pending,607,8340.88,,2024-07-25T03:14:52.092323+00:00
96789,,,pending,516,1922.59,,2024-07-25T03:15:04.092103+00:00
22855,,,pending,1124,8835.68,,2024-07-25T03:16:58.092608+00:00
36339,,,pending,580,5704.41,,2024-07-25T03:17:02.092214+00:00
34680,,,pending,485,8633.7,,2024-07-25T03:18:29.092515+00:00
35232,,,pending,1188,9663.71,,2024-07-25T03:19:06.092256+00:00
13722,,,pending,1110,3968.41,,2024-07-25T03:20:36.092367+00:00
23115,,,pending,947,6804.8,,2024-07-25T03:20:54.092260+00:00
47492,,,pending,297,7132.67,,2024-07-25T03:21:06.092584+00:00
88121,,,pending,452,1926.66,,2024-07-25T03:21:21.092107+00:00
89883,,,pending,635,3591.22,,2024-07-25T03:21:43.092282+00:00
59543,,,pending,294,8724.46,,2024-07-25T03:21:57.092088+00:00
12661,,,pending,814,2346.03,,2024-07-25T03:22:17.092263+00:00
196,,,pending,708,3651.58,,2024-07-25T03:23:37.092479+00:00
48730,,,pending,601,4212.72,,2024-07-25T03:23:55.092186+00:00
37691,,,pending,510,4988.55,,2024-07-25T03:24:53.092605+00:00
41239,,,pending,526,8203.62,,2024-07-25T03:24:55.092090+00:00
71552,,,pending,301,3069.66,,2024-07-25T03:25:00.092631+00:00
77466,,,pending,360,6312.91,,2024-07-25T03:25:14.092076+00:00
99532,,,pending,420,1121.13,,2024-07-25T03:27:29.092287+00:00
26316,,,pending,498,9798.37,,2024-07-25T03:27:35.092227+00:00
49285,,,pending,568,4882.61,,2024-07-25T03:27:41.092223+00:00
35784,,,pending,496,8359.83,,2024-07-25T03:28:12.092593+00:00
92920,,,pending,332,1613.17,,2024-07-25T03:28:13.092595+00:00
83311,,,pending,1176,3310.11,,2024-07-25T03:29:44.092467+00:00
67360,,,pending,515,4233.04,,2024-07-25T03:30:15.092642+00:00
44834,,,pending,688,5591.33,,2024-07-25T03:31:05.092715+00:00
3687,,,pending,554,1829.62,,2024-07-25T03:31:15.092175+00:00
47896,,,pending,593,7826.16,,2024-07-25T03:31:38.092579+00:00
79092,,,pending,782,4085.73,,2024-07-25T03:32:19.092285+00:00
23872,,,pending,287,6495.97,,2024-07-25T03:32:44.092387+00:00
45876,,,pending,344,4992.83,,2024-07-25T03:32:55.092709+00:00
57889,,,pending,804,3742.95,,2024-07-25T03:33:59.092257+00:00
96634,,,pending,493,7710.48,,2024-07-25T03:34:29.092572+00:00
51607,,,pending,1156,6192.06,,2024-07-25T03:35:45.092592+00:00
98167,,,pending,1085,3166.09,,2024-07-25T03:36:31.092231+00:00
62836,,,pending,513,5396.6,,2024-07-25T03:36:39.092442+00:00
83904,,,pending,535,7974.44,,2024-07-25T03:36:48.092529+00:00
93778,,,pending,495,5323.37,,2024-07-25T03:37:29.092404+00:00
90618,,,pending,250,2161.6,,2024-07-25T03:37:52.092403+00:00
82515,,,pending,433,3065.25,,2024-07-25T03:37:58.092533+00:00
5388,,,pending,329,1006.77,,2024-07-25T03:37:59.092247+00:00
57921,,,pending,930,5950.9,,2024-07-25T03:40:09.092080+00:00
93200,,,pending,513,2707.46,,2024-07-25T03:40:20.092398+00:00
14900,,,pending,932,6586.7,,2024-07-25T03:40:50.092718+00:00
96278,,,pending,472,2098.53,,2024-07-25T03:41:17.092474+00:00
8206,,,pending,894,2645.21,,2024-07-25T03:41:44.092586+00:00
24817,,,pending,266,6190.74,,2024-07-25T03:41:45.092392+00:00
46538,,,pending,566,1698.35,,2024-07-25T03:42:01.092203+00:00
45545,,,pending,244,6622.6,,2024-07-25T03:42:19.092414+00:00
65259,,,pending,297,7231.01,,2024-07-25T03:43:21.092409+00:00
44455,,,pending,800,1915.59,,2024-07-25T03:43:40.092154+00:00
17542,,,pending,1019,7055.78,,2024-07-25T03:43:45.092597+00:00
91321,,,pending,1220,7080.76,,2024-07-25T03:43:49.092516+00:00
52965,,,pending,1189,5052.21,,2024-07-25T03:44:51.092633+00:00
59857,,,pending,732,2171.35,,2024-07-25T03:45:34.092249+00:00
91832,,,pending,851,1821.93,,2024-07-25T03:47:47.092535+00:00
58622,,,pending,707,3890.95,,2024-07-25T03:47:51.092648+00:00
92116,,,pending,528,1113.39,,2024-07-25T03:47:59.092217+00:00
16709,,,pending,823,9335.03,,2024-07-25T03:48:00.092671+00:00
97260,,,pending,545,3591.95,,2024-07-25T03:48:08.092622+00:00
24613,,,pending,876,1445.82,,2024-07-25T03:48:57.092503+00:00
72187,,,pending,927,5103.47,,2024-07-25T03:50:09.092704+00:00
90674,,,pending,454,3706.97,,2024-07-25T03:51:18.092286+00:00
86311,,,pending,601,2924.88,,2024-07-25T03:51:33.092341+00:00
14126,,,pending,1171,5268.33,,2024-07-25T03:51:42.092352+00:00
9535,,,pending,674,2090.8,,2024-07-25T03:52:11.092324+00:00
35338,,,pending,258,4165.59,,2024-07-25T03:52:24.092236+00:00
10796,,,pending,1207,7346.53,,2024-07-25T03:52:48.092176+00:00
10389,,,pending,1116,5590.12,,2024-07-25T03:52:59.092301+00:00
73152,,,pending,313,3747.78,,2024-07-25T03:53:21.092659+00:00
53586,,,pending,1020,8559.84,,2024-07-25T03:53:28.092136+00:00
67249,,,pending,430,8094.56,,2024-07-25T03:53:34.092349+00:00
55303,,,pending,684,4447.16,,2024-07-25T03:53:43.092058+00:00
83228,,,pending,904,3863.63,,2024-07-25T03:53:59.092265+00:00
94581,,,pending,502,6278.14,,2024-07-25T03:54:22.092338+00:00
37675,,,pending,819,8918.91,,2024-07-25T03:54:27.092342+00:00
36741,,,pending,899,7858.69,,2024-07-25T03:55:44.092566+00:00
30919,,,pending,339,7857.4,,2024-07-25T03:57:03.092252+00:00
1187,,,pending,617,7853.45,,2024-07-25T03:58:09.092177+00:00
52194,,,pending,362,9742.68,,2024-07-25T03:59:59.092209+00:00
8946,,,pending,690,8369.05,,2024-07-25T04:00:25.092437+00:00
14367,,,pending,759,4701.76,,2024-07-25T04:01:25.092502+00:00
39903,,,pending,322,1596.53,,2024-07-25T04:01:30.092634+00:00
27663,,,pending,426,8900.57,,2024-07-25T04:02:28.092310+00:00
91924,,,pending,439,6573.93,,2024-07-25T04:03:02.092654+00:00
82371,,,pending,1229,5403.32,,2024-07-25T04:03:11.092170+00:00
65737,,,pending,843,5799.1,,2024-07-25T04:03:52.092721+00:00
68745,,,pending,423,9173.26,,2024-07-25T04:04:35.092117+00:00
93174,,,pending,752,3681.83,,2024-07-25T04:05:30.092062+00:00
46448,,,pending,1074,7145.91,,2024-07-25T04:05:38.092433+00:00
82218,,,pending,604,2024.9,,2024-07-25T04:05:53.092181+00:00
15769,,,pending,581,6297.24,,2024-07-25T04:06:24.092635+00:00
15370,,,pending,380,4147.9,,2024-07-25T04:07:05.092221+00:00
93172,,,pending,1203,9811.5,,2024-07-25T04:07:23.092171+00:00
11444,,,pending,1152,3126.2,,2024-07-25T04:07:34.092092+00:00
32871,,,pending,969,4963.59,,2024-07-25T04:09:13.092390+00:00
100000,,,pending,557,7019.25,,2024-07-25T04:10:21.092452+00:00
84782,,,pending,1193,7071.33,,2024-07-25T04:10:43.092356+00:00
78720,,,pending,866,4946.07,,2024-07-25T04:11:21.092360+00:00
39967,,,pending,486,6761.75,,2024-07-25T04:13:35.092293+00:00
78143,,,pending,652,9016.65,,2024-07-25T04:13:36.092232+00:00
69876,,,pending,859,7593.8,,2024-07-25T04:13:49.092108+00:00
77053,,,pending,1210,7701.04,,2024-07-25T04:14:09.092218+00:00
5090,,,pending,1001,9314.45,,2024-07-25T04:14:54.092552+00:00
84469,,,pending,640,6637.74,,2024-07-25T04:16:56.092706+00:00
88098,,,pending,680,6507.02,,2024-07-25T04:17:25.092687+00:00
44107,,,pending,505,2279.16,,2024-07-25T04:17:30.092540+00:00
43422,,,pending,232,5448.76,,2024-07-25T04:18:03.092523+00:00
33099,,,pending,440,2083.66,,2024-07-25T04:18:26.092440+00:00
94685,,,pending,339,8881.21,,2024-07-25T04:18:31.092116+00:00
33059,,,pending,817,4621.08,,2024-07-25T04:19:28.092416+00:00
71414,,,pending,962,4083.64,,2024-07-25T04:21:12.092454+00:00
57866,,,pending,649,7080.96,,2024-07-25T04:21:19.092216+00:00
96310,,,pending,705,5940.91,,2024-07-25T04:21:32.092226+00:00
50954,,,pending,649,2890.23,,2024-07-25T04:22:08.092574+00:00
77499,,,pending,623,1416.31,,2024-07-25T04:23:42.092719+00:00
18474,,,pending,1090,2720.96,,2024-07-25T04:23:44.092200+00:00
48767,,,pending,696,1653.47,,2024-07-25T04:24:20.092582+00:00
12250,,,pending,403,5667.55,,2024-07-25T04:25:25.092379+00:00
20212,,,pending,238,8911.37,,2024-07-25T04:25:30.092681+00:00
69157,,,pending,469,6796.97,,2024-07-25T04:26:07.092725+00:00
93167,,,pending,364,9665.02,,2024-07-25T04:27:02.092711+00:00
27882,,,pending,1160,5316.59,,2024-07-25T04:28:50.092415+00:00
47799,,,pending,679,3471.84,,2024-07-25T04:30:03.092276+00:00
16292,,,pending,747,9283.24,,2024-07-25T04:30:26.092703+00:00
7680,,,pending,540,7658.7,,2024-07-25T04:30:28.092693+00:00
62014,,,pending,306,1244.64,,2024-07-25T04:30:40.092384+00:00
63543,,,pending,745,8881.57,,2024-07-25T04:30:49.092347+00:00
74005,,,pending,1136,2168.68,,2024-07-25T04:31:19.092510+00:00
39605,,,pending,514,6698.3,,2024-07-25T04:31:36.092550+00:00
79319,,,pending,1013,1193.88,,2024-07-25T04:32:49.092093+00:00
19775,,,pending,638,5225.96,,2024-07-25T04:33:57.092063+00:00
12183,,,pending,1160,9358.67,,2024-07-25T04:34:11.092315+00:00
98759,,,pending,837,4371.72,,2024-07-25T04:34:43.092212+00:00
74739,,,pending,792,5826.12,,2024-07-25T04:36:30.092600+00:00
98968,,,pending,280,6337.8,,2024-07-25T04:36:46.092394+00:00
90029,,,pending,601,3761.58,,2024-07-25T04:37:55.092362+00:00
91088,,,pending,809,8897.55,,2024-07-25T04:38:05.092279+00:00
42198,,,pending,1124,7095.25,,2024-07-25T04:38:26.092571+00:00
2470,,,pending,744,8373.58,,2024-07-25T04:38:31.092700+00:00
92826,,,pending,416,7194.47,,2024-07-25T04:41:04.092462+00:00
64007,,,pending,474,5153.64,,2024-07-25T04:42:09.092078+00:00
65066,,,pending,901,3019.56,,2024-07-25T04:42:12.092522+00:00
63846,,,pending,781,6985.67,,2024-07-25T04:42:13.092346+00:00
22479,,,pending,1194,4143.4,,2024-07-25T04:42:31.092668+00:00
32163,,,pending,291,1599.89,,2024-07-25T04:42:33.092699+00:00
92759,,,pending,544,7348.42,,2024-07-25T04:42:58.092451+00:00
25550,,,pending,1004,6143.45,,2024-07-25T04:43:02.092669+00:00
41265,,,pending,906,2707.43,,2024-07-25T04:43:48.092389+00:00
49571,,,pending,1092,4912.3,,2024-07-25T04:44:05.092180+00:00
79909,,,pending,371,9788.35,,2024-07-25T04:44:12.092563+00:00
33498,,,pending,397,1219.92,,2024-07-25T04:45:10.092196+00:00
7635,,,pending,1016,8244.5,,2024-07-25T04:46:07.092625+00:00
58348,,,pending,847,6857.07,,2024-07-25T04:46:28.092094+00:00
60330,,,pending,503,6025.48,,2024-07-25T04:47:05.092603+00:00
89812,,,pending,1016,6802.66,,2024-07-25T04:48:07.092601+00:00
55224,,,pending,289,7299.19,,2024-07-25T04:51:07.092661+00:00
87746,,,pending,1021,3833.98,,2024-07-25T04:52:33.092294+00:00
51887,,,pending,639,1787.48,,2024-07-25T04:53:08.092065+00:00
25033,,,pending,668,2619.8,,2024-07-25T04:53:22.092131+00:00
81191,,,pending,1177,3592.43,,2024-07-25T04:53:48.092441+00:00
78743,,,pending,825,5511.27,,2024-07-25T04:54:09.092284+00:00
73542,,,pending,698,8269.02,,2024-07-25T04:54:41.092528+00:00
31665,,,pending,635,8996.45,,2024-07-25T04:55:23.092545+00:00
44095,,,pending,577,3165.86,,2024-07-25T04:55:54.092096+00:00
3984,,,pending,785,6488.55,,2024-07-25T04:55:57.092110+00:00
38092,,,pending,672,7265.94,,2024-07-25T04:59:09.092299+00:00
78260,,,pending,1178,7852.55,,2024-07-25T04:59:21.092327+00:00
1498,,,pending,1041,5582.73,,2024-07-25T04:59:46.092151+00:00
56281,,,pending,551,6687.1,,2024-07-25T05:00:12.092626+00:00
88146,,,pending,584,5393.27,,2024-07-25T05:00:49.092213+00:00
13400,,,pending,1152,3322.44,,2024-07-25T05:01:07.092157+00:00
13580,,,pending,937,2857.85,,2024-07-25T05:01:15.092101+00:00
33519,,,pending,769,4548.51,,2024-07-25T05:03:00.092074+00:00
98001,,,pending,705,5667.76,,2024-07-25T05:03:31.092578+00:00
16140,,,pending,596,6812.99,,2024-07-25T05:03:43.092542+00:00
67352,,,pending,436,7071.86,,2024-07-25T05:04:13.092303+00:00
16303,,,pending,630,5693.84,,2024-07-25T05:04:48.092471+00:00
80097,,,pending,399,5294.39,,2024-07-25T05:04:50.092512+00:00
63486,,,pending,1058,4118.13,,2024-07-25T05:07:04.092620+00:00
66464,,,pending,941,3579.84,,2024-07-25T05:08:09.092155+00:00
74881,,,pending,1052,4332.32,,2024-07-25T05:08:11.092160+00:00
36080,,,pending,1006,7362.58,,2024-07-25T05:08:49.092410+00:00
95677,,,pending,1119,1683.46,,2024-07-25T05:09:17.092337+00:00
80144,,,pending,1073,8250.48,,2024-07-25T05:10:14.092549+00:00
73882,,,pending,964,1879.96,,2024-07-25T05:10:42.092132+00:00
65202,,,pending,564,8713.21,,2024-07-25T05:11:30.092359+00:00
48035,,,pending,705,7600.45,,2024-07-25T05:12:07.092143+00:00
56458,,,pending,511,9382.18,,2024-07-25T05:12:07.092272+00:00
15977,,,pending,952,1777.18,,2024-07-25T05:13:13.092319+00:00
91938,,,pending,326,5580.92,,2024-07-25T05:13:27.092722+00:00
91553,,,pending,750,3235.08,,2024-07-25T05:15:20.092255+00:00
17344,,,pending,963,8961.14,,2024-07-25T05:15:44.092447+00:00
69072,,,pending,792,2456.75,,2024-07-25T05:16:04.092561+00:00
30363,,,pending,719,5079.29,,2024-07-25T05:16:30.092469+00:00
24519,,,pending,567,3948.15,,2024-07-25T05:16:35.092271+00:00
50425,,,pending,401,5871.38,,2024-07-25T05:16:41.092368+00:00
98343,,,pending,797,9791.82,,2024-07-25T05:17:42.092388+00:00
59971,,,pending,699,9254.0,,2024-07-25T05:17:57.092478+00:00
5591,,,pending,353,5020.4,,2024-07-25T05:18:26.092253+00:00
63003,,,pending,834,6727.78,,2024-07-25T05:18:29.092102+00:00
74565,,,pending,377,7516.99,,2024-07-25T05:18:42.092204+00:00
42988,,,pending,1077,9925.08,,2024-07-25T05:19:07.092555+00:00
15171,,,pending,414,1337.27,,2024-07-25T05:19:29.092514+00:00
54499,,,pending,1062,9478.98,,2024-07-25T05:19:47.092544+00:00
26065,,,pending,805,3711.7,,2024-07-25T05:20:23.092541+00:00
96119,,,pending,453,8270.32,,2024-07-25T05:20:29.092331+00:00
71204,,,pending,893,4402.22,,2024-07-25T05:21:15.092684+00:00
88649,,,pending,370,1027.79,,2024-07-25T05:21:16.092673+00:00
28774,,,pending,247,5547.96,,2024-07-25T05:21:21.092208+00:00
24197,,,pending,834,1806.03,,2024-07-25T05:21:36.092432+00:00
30325,,,pending,1137,2762.61,,2024-07-25T05:23:00.092318+00:00
53763,,,pending,1171,1921.95,,2024-07-25T05:24:13.092270+00:00
67634,,,pending,312,1379.1,,2024-07-25T05:24:22.092506+00:00
1700,,,pending,1185,9822.43,,2024-07-25T05:25:31.092370+00:00
69585,,,pending,338,9965.41,,2024-07-25T05:26:10.092434+00:00
99798,,,pending,999,4260.76,,2024-07-25T05:27:17.092455+00:00
69720,,,pending,777,4919.86,,2024-07-25T05:28:09.092559+00:00
33616,,,pending,468,7832.9,,2024-07-25T05:29:14.092150+00:00
94096,,,pending,737,1171.89,,2024-07-25T05:29:52.092511+00:00
7212,,,pending,913,3104.86,,2024-07-25T05:29:57.092688+00:00
47862,,,pending,904,5345.82,,2024-07-25T05:30:06.092604+00:00
85897,,,pending,751,4256.33,,2024-07-25T05:30:21.092069+00:00
65127,,,pending,389,9535.42,,2024-07-25T05:30:23.092312+00:00
7691,,,pending,602,5637.7,,2024-07-25T05:30:56.092229+00:00
47364,,,pending,716,5202.92,,2024-07-25T05:32:05.092237+00:00
58809,,,pending,580,9765.05,,2024-07-25T05:32:07.092280+00:00
19306,,,pending,257,5987.17,,2024-07-25T05:32:27.092185+00:00
65671,,,pending,1175,1000.18,,2024-07-25T05:33:09.092245+00:00
69080,,,pending,399,2570.0,,2024-07-25T05:33:11.092713+00:00
62631,,,pending,343,4886.33,,2024-07-25T05:33:25.092493+00:00
3715,,,pending,673,3533.48,,2024-07-25T05:33:38.092333+00:00
18259,,,pending,782,3571.22,,2024-07-25T05:33:41.092449+00:00
51089,,,pending,535,2954.7,,2024-07-25T05:34:06.092281+00:00
52933,,,pending,1055,6774.38,,2024-07-25T05:36:44.092645+00:00
22945,,,pending,900,3130.79,,2024-07-25T05:37:09.092191+00:00
99100,,,pending,596,7965.67,,2024-07-25T05:37:23.092268+00:00
51785,,,pending,457,5794.89,,2024-07-25T05:37:32.092274+00:00
33031,,,pending,422,1237.37,,2024-07-25T05:37:55.092097+00:00
57352,,,pending,375,2009.19,,2024-07-25T05:38:11.092554+00:00
54159,,,pending,1167,3812.1,,2024-07-25T05:38:38.092242+00:00
37266,,,pending,1125,6474.29,,2024-07-25T05:38:58.092112+00:00
94960,,,pending,589,5728.58,,2024-07-25T05:39:18.092464+00:00
31104,,,pending,339,8306.21,,2024-07-25T05:39:35.092588+00:00
6185,,,pending,250,1949.41,,2024-07-25T05:41:15.092443+00:00
45091,,,pending,1199,4121.78,,2024-07-25T05:41:38.092436+00:00
51074,,,pending,1019,7149.07,,2024-07-25T05:43:03.092120+00:00
96910,,,pending,964,5752.54,,2024-07-25T05:43:26.092184+00:00
81766,,,pending,937,5509.33,,2024-07-25T05:43:32.092070+00:00
66467,,,pending,286,4817.2,,2024-07-25T05:43:38.092241+00:00
32984,,,pending,417,6328.13,,2024-07-25T05:44:04.092084+00:00
110,,,pending,410,6552.72,,2024-07-25T05:44:20.092372+00:00
10958,,,pending,1006,5076.79,,2024-07-25T05:44:29.092128+00:00
83163,,,pending,420,5427.06,,2024-07-25T05:44:44.092407+00:00
2991,,,pending,502,8578.55,,2024-07-25T05:44:52.092125+00:00
7255,,,pending,1195,6891.61,,2024-07-25T05:46:28.092690+00:00
41768,,,pending,655,6946.95,,2024-07-25T05:46:39.092618+00:00
34526,173,616,completed,2006,7012.46,2024-07-25T05:47:42.096946+00:00,2024-07-25T00:48:07.096726+00:00
98867,154,617,completed,1755,2919.67,2024-07-25T05:47:42.096974+00:00,2024-07-25T00:48:10.096705+00:00
50947,175,618,completed,1422,5518.55,2024-07-25T05:47:42.096999+00:00,2024-07-25T00:48:36.096329+00:00
50550,177,619,completed,1247,9687.69,2024-07-25T05:47:42.097025+00:00,2024-07-25T00:48:50.096669+00:00
14761,216,620,completed,1293,2823.34,2024-07-25T05:47:42.097051+00:00,2024-07-25T00:48:52.096778+00:00
86127,186,621,completed,1920,7990.03,2024-07-25T05:47:42.097077+00:00,2024-07-25T00:48:54.096575+00:00
82084,231,622,completed,1418,1826.66,2024-07-25T05:47:42.097102+00:00,2024-07-25T00:49:40.096225+00:00
30152,154,623,completed,2015,5631.91,2024-07-25T05:47:42.097128+00:00,2024-07-25T00:50:42.096507+00:00
11801,167,624,completed,1248,3789.73,2024-07-25T05:47:42.097160+00:00,2024-07-25T00:52:26.096752+00:00
35646,160,625,completed,2195,3804.65,2024-07-25T05:47:42.097186+00:00,2024-07-25T00:53:29.096710+00:00
11595,211,626,completed,2220,1507.85,2024-07-25T05:47:42.097212+00:00,2024-07-25T00:53:49.096643+00:00
64312,141,627,completed,1702,9278.62,2024-07-25T05:47:42.097238+00:00,2024-07-25T00:54:53.096698+00:00
30684,193,628,completed,1346,8501.45,2024-07-25T05:47:42.097264+00:00,2024-07-25T00:55:30.096298+00:00
30641,168,629,completed,1970,5661.06,2024-07-25T05:47:42.097290+00:00,2024-07-25T00:55:33.096229+00:00
12738,168,630,completed,2125,9548.36,2024-07-25T05:47:42.097316+00:00,2024-07-25T00:56:19.096348+00:00
27720,147,631,completed,1462,9000.03,2024-07-25T05:47:42.097346+00:00,2024-07-25T00:56:19.096792+00:00
51574,199,632,completed,1269,5370.11,2024-07-25T05:47:42.097373+00:00,2024-07-25T00:56:44.096386+00:00
70708,237,633,completed,1558,6718.96,2024-07-25T05:47:42.097399+00:00,2024-07-25T00:57:32.096663+00:00
49078,235,634,completed,1899,5918.95,2024-07-25T05:47:42.097425+00:00,2024-07-25T00:57:45.096827+00:00
84559,195,635,completed,2022,1416.7,2024-07-25T05:47:42.097452+00:00,2024-07-25T00:59:05.096223+00:00
27697,148,636,completed,2141,5781.58,2024-07-25T05:47:42.097479+00:00,2024-07-25T00:59:34.096412+00:00
49523,216,637,completed,1356,1573.51,2024-07-25T05:47:42.097505+00:00,2024-07-25T01:00:36.096629+00:00
70716,231,638,completed,1260,6964.94,2024-07-25T05:47:42.097531+00:00,2024-07-25T01:00:57.096483+00:00
19158,212,639,completed,1851,1439.93,2024-07-25T05:47:42.097557+00:00,2024-07-25T01:01:22.096260+00:00
31763,194,640,completed,1474,6798.93,2024-07-25T05:47:42.097584+00:00,2024-07-25T01:01:45.096303+00:00
82762,171,641,completed,1342,9066.24,2024-07-25T05:47:42.097610+00:00,2024-07-25T01:01:48.096435+00:00
9911,194,642,completed,1406,4894.2,2024-07-25T05:47:42.097637+00:00,2024-07-25T01:02:25.096711+00:00
96899,174,643,completed,1515,5796.77,2024-07-25T05:47:42.097664+00:00,2024-07-25T01:03:49.096308+00:00
30320,150,644,completed,1529,4716.78,2024-07-25T05:47:42.097690+00:00,2024-07-25T01:04:15.096511+00:00
16963,181,645,completed,1305,5783.28,2024-07-25T05:47:42.097717+00:00,2024-07-25T01:05:08.096262+00:00
22610,158,646,completed,1952,5114.4,2024-07-25T05:47:42.097744+00:00,2024-07-25T01:05:09.096859+00:00
13670,153,647,completed,1704,3900.18,2024-07-25T05:47:42.097771+00:00,2024-07-25T01:05:56.096682+00:00
40236,197,648,completed,1475,5966.87,2024-07-25T05:47:42.097798+00:00,2024-07-25T01:06:15.096461+00:00
90919,202,649,completed,1433,7141.57,2024-07-25T05:47:42.097825+00:00,2024-07-25T01:06:50.096464+00:00
26060,203,650,completed,1472,8087.47,2024-07-25T05:47:42.097852+00:00,2024-07-25T01:07:46.096608+00:00
49172,187,651,completed,1289,9734.12,2024-07-25T05:47:42.097879+00:00,2024-07-25T01:07:53.096740+00:00
9814,192,652,completed,1425,8044.14,2024-07-25T05:47:42.097906+00:00,2024-07-25T01:08:08.096686+00:00
83966,189,653,completed,2116,5605.42,2024-07-25T05:47:42.097933+00:00,2024-07-25T01:08:53.096613+00:00
40356,179,654,completed,1924,4750.34,2024-07-25T05:47:42.097960+00:00,2024-07-25T01:08:54.096756+00:00
45911,189,655,completed,1243,2518.86,2024-07-25T05:47:42.097987+00:00,2024-07-25T01:08:58.096701+00:00
84814,189,656,completed,1375,1224.34,2024-07-25T05:47:42.098014+00:00,2024-07-25T01:09:37.096468+00:00
55356,224,657,completed,1464,1847.21,2024-07-25T05:47:42.098042+00:00,2024-07-25T01:09:44.096610+00:00
39808,145,658,completed,1249,3966.97,2024-07-25T05:47:42.098074+00:00,2024-07-25T01:11:56.096715+00:00
13679,178,659,completed,1522,7706.63,2024-07-25T05:47:42.098101+00:00,2024-07-25T01:12:04.096744+00:00
16702,197,660,completed,1401,7086.87,2024-07-25T05:47:42.098129+00:00,2024-07-25T01:12:28.096714+00:00
5898,170,661,completed,1689,3207.53,2024-07-25T05:47:42.098156+00:00,2024-07-25T01:12:38.096597+00:00
88755,170,662,completed,1786,5641.32,2024-07-25T05:47:42.098184+00:00,2024-07-25T01:13:42.096549+00:00
68174,154,663,completed,1674,8276.74,2024-07-25T05:47:42.098212+00:00,2024-07-25T01:13:42.096637+00:00
72354,233,664,completed,2090,4233.14,2024-07-25T05:47:42.098239+00:00,2024-07-25T01:13:51.096434+00:00
96001,184,665,completed,1588,8938.38,2024-07-25T05:47:42.098266+00:00,2024-07-25T01:14:21.096227+00:00
33077,,,pending,2145,5533.68,,2024-07-25T01:14:23.096728+00:00
20671,,,pending,2004,5942.26,,2024-07-25T01:16:54.096429+00:00
41260,,,pending,1461,5519.07,,2024-07-25T01:16:59.096416+00:00
46879,,,pending,1842,3848.34,,2024-07-25T01:18:08.096522+00:00
34510,,,pending,2034,1808.75,,2024-07-25T01:18:38.096700+00:00
27600,,,pending,1575,3491.13,,2024-07-25T01:18:57.096784+00:00
90901,,,pending,1874,8749.7,,2024-07-25T01:22:11.096539+00:00
56834,,,pending,2139,2793.3,,2024-07-25T01:23:01.096275+00:00
32547,,,pending,1708,1089.06,,2024-07-25T01:23:02.096742+00:00
81340,,,pending,1534,4260.69,,2024-07-25T01:23:05.096600+00:00
42842,,,pending,2126,7343.38,,2024-07-25T01:23:13.096358+00:00
60806,,,pending,1665,1002.27,,2024-07-25T01:24:04.096436+00:00
60473,,,pending,2033,6195.81,,2024-07-25T01:24:16.096625+00:00
17599,,,pending,2079,6050.64,,2024-07-25T01:24:16.096824+00:00
86370,,,pending,1949,2586.2,,2024-07-25T01:24:58.096577+00:00
33885,,,pending,2187,9734.03,,2024-07-25T01:25:25.096471+00:00
5344,,,pending,1272,8743.79,,2024-07-25T01:26:14.096240+00:00
53360,,,pending,1550,3585.21,,2024-07-25T01:27:09.096570+00:00
49179,,,pending,1618,4355.98,,2024-07-25T01:27:20.096863+00:00
59826,,,pending,1742,9886.31,,2024-07-25T01:27:24.096739+00:00
33767,,,pending,1849,9244.78,,2024-07-25T01:27:50.096244+00:00
79664,,,pending,1751,2223.38,,2024-07-25T01:28:41.096634+00:00
22410,,,pending,1702,5993.17,,2024-07-25T01:29:03.096404+00:00
73014,,,pending,1693,6453.56,,2024-07-25T01:30:24.096822+00:00
13899,,,pending,1941,4186.39,,2024-07-25T01:31:52.096331+00:00
84884,,,pending,1770,2440.63,,2024-07-25T01:31:52.096843+00:00
98777,,,pending,1653,6499.68,,2024-07-25T01:32:53.096581+00:00
7175,,,pending,1869,8420.96,,2024-07-25T01:33:23.096717+00:00
17563,,,pending,2116,7949.26,,2024-07-25T01:34:13.096399+00:00
66987,,,pending,2103,1265.3,,2024-07-25T01:34:19.096257+00:00
42101,,,pending,1315,7950.15,,2024-07-25T01:34:35.096238+00:00
67760,,,pending,1543,9074.2,,2024-07-25T01:34:51.096356+00:00
74060,,,pending,1300,2522.44,,2024-07-25T01:35:12.096770+00:00
