node_a_id,node_b_id,weight
1742,1806,123
1525,1764,195
1747,1807,391
1341,2202,591
1399,1625,139
1330,1567,379
1309,1947,355
1573,1674,155
1252,1467,288
1407,1498,250
2136,2193,402
1301,1954,294
1267,1883,234
1253,2130,46
1355,1519,224
1647,1951,370
1602,1721,334
1832,2198,350
1369,2152,240
1984,2108,299
1684,2063,105
2007,2043,288
1531,1941,177
1705,1836,345
1472,2037,257
1242,1966,191
1459,1957,185
1506,1566,93
1273,1552,358
1985,2041,316
1357,2157,201
1585,2125,201
1662,1816,400
1560,2121,56
1559,1998,376
1362,2194,90
1432,1788,224
1368,1616,214
1730,2111,58
1655,1900,399
2103,2115,416
1670,2005,219
1385,1649,380
2053,2094,420
1651,1943,378
1238,1607,290
1800,2202,539
1418,1582,243
1503,1765,348
1952,2030,393
1906,2002,118
1539,1820,325
1231,2103,461
1750,2048,212
1433,1675,387
1396,1666,320
1385,1937,332
1623,2107,382
1824,1941,57
1308,1715,188
1952,1960,353
1393,1588,127
1427,1912,278
1246,1538,154
1634,1886,504
1796,2187,397
1465,2088,482
1350,1902,268
1409,1752,134
1470,1582,298
1552,1721,96
1503,1530,232
1793,2100,257
1249,2175,279
1406,1562,370
1283,1678,50
1469,2074,101
1499,2209,481
1908,2046,427
1273,1936,254
1722,1782,454
1248,1965,498
1477,1623,20
1564,1711,335
2099,2207,121
2138,2226,601
1991,2114,180
1544,1791,467
1478,1867,247
1272,1311,132
1355,1394,367
1469,2046,98
1300,1972,314
1768,1774,321
1770,2062,274
1250,2139,317
1679,1734,438
1725,2131,217
1420,2146,361
1739,1788,468
1559,1798,444
1261,1850,197
1681,1776,335
1351,1421,275
1501,1659,542
1414,1471,358
1539,2097,169
1637,1706,282
1386,1934,29
1605,2115,278
1417,1627,334
1391,2052,343
1354,1601,420
1779,1899,201
1591,2069,420
1790,2055,279
1511,2217,213
1860,2166,231
1284,1322,87
1750,2142,367
1746,1786,118
2215,2230,60
1380,1678,372
2018,2072,150
1794,2164,134
1754,2172,189
1709,1859,145
1485,2086,385
2047,2139,539
1376,1797,480
1520,1787,90
1836,2096,502
1262,1623,515
1300,1531,216
1961,2118,153
1740,1798,403
1443,1684,245
1641,2050,489
1262,1595,182
1303,1713,269
1235,1764,246
1776,1843,224
1279,2159,223
1845,2151,483
1529,2196,213
1406,1726,384
1817,2074,123
2002,2017,205
1828,1976,188
2156,2219,188
1343,2162,140
1811,2223,224
1430,1591,287
1787,1889,529
1652,1945,495
1269,2134,69
1458,1878,276
1923,1996,457
1476,1751,268
1715,2198,404
1327,1540,171
1394,2061,303
1270,2116,229
1303,1735,167
1257,1421,411
2037,2213,474
1567,1662,442
1751,1811,292
1246,1428,349
1537,1577,251
1301,1414,422
1836,2080,281
1819,2214,560
1415,2131,59
1636,2117,195
1575,1786,273
1566,1691,298
1286,1938,98
1934,1944,189
1868,1918,253
1245,1650,18
1519,1925,315
1925,1990,264
1971,2139,379
2011,2139,190
1746,1788,483
1549,1659,417
1376,1507,360
1564,1965,224
1248,2182,201
1265,1941,34
1522,1968,107
1303,1716,284
1346,2170,546
1495,1963,44
1945,1999,227
1776,2054,239
1281,1479,429
1398,1476,160
1899,1907,49
2169,2178,584
1651,1968,284
1799,1951,402
1277,1557,164
1578,1740,151
1566,2104,243
1284,1477,49
1962,2177,222
2214,2217,273
1295,1912,479
1358,1677,354
1573,1877,205
1231,2144,327
1499,1582,469
1619,1815,160
1358,1657,107
1633,1917,391
1549,2193,179
1314,1544,347
1724,2207,229
1753,1992,293
1369,2181,360
1353,2081,481
1663,1744,78
1993,2210,347
1654,1731,514
1305,2085,207
1754,1801,303
1646,1697,491
1544,2015,100
1364,1604,379
1466,2087,144
1375,2198,283
1695,1717,340
1593,2204,368
1337,1795,434
1557,1721,480
1351,1365,322
1245,1348,486
1241,1757,128
1607,1829,174
1246,2007,173
1696,1891,418
2157,2204,283
1532,1653,163
1463,2054,468
1650,2026,144
1360,1771,239
1458,1691,421
1633,1800,52
1288,1318,239
1435,1904,182
1359,1504,96
1278,1669,275
1838,2014,255
1766,1883,200
1730,2080,85
1315,1715,54
1910,2192,36
1289,1959,415
1759,2158,301
1804,1878,227
1829,1988,47
1276,1839,255
1411,1958,266
1547,2083,426
2056,2179,236
1709,1829,43
1697,1776,474
1335,1459,189
1324,2119,224
1359,1420,369
1462,1485,457
1946,2195,93
1278,2188,386
1829,1903,356
1240,2156,288
1412,1578,371
1420,1807,458
1361,1543,394
2122,2139,330
1723,2052,347
1535,2145,402
1385,1866,207
1355,1616,368
1275,2194,261
1344,1635,248
1850,1852,111
1553,1588,370
1377,1599,367
1452,1782,87
1297,1560,303
1571,1599,19
1479,1924,362
1754,2126,323
1562,1842,443
1423,2030,461
1721,1860,324
1599,2164,465
1335,1511,271
2007,2202,446
1666,1928,389
1897,2162,458
1803,1810,314
1876,1971,342
1317,1823,152
1453,2029,429
1432,1643,51
1294,1624,267
1582,1644,201
1678,2022,431
1661,2142,425
1787,2152,562
1690,1813,326
1625,2188,204
1710,1788,95
1411,1966,247
1322,1833,93
1775,1992,256
1965,2116,370
1543,1992,133
1621,1929,351
1834,1861,317
1566,2158,279
1347,2084,73
1521,1547,309
1800,1808,360
1776,2167,206
2040,2199,57
1801,1805,98
1744,2046,316
1766,1882,123
1371,1504,359
1237,1594,371
1735,1858,335
2064,2183,203
1590,1981,154
1646,1808,405
1329,1649,289
1319,1328,356
1537,1789,204
1560,1816,592
1649,1736,411
1530,1925,374
2001,2029,363
1669,1916,131
1467,1521,236
1732,1991,393
1756,1794,137
1360,1879,272
1902,2117,108
1252,2116,344
1535,1980,89
1417,2095,358
1836,1916,136
1429,1578,159
2093,2145,138
1319,1980,390
1416,1618,33
1435,1722,212
1338,1413,374
1376,1885,480
1465,1781,491
1536,2033,158
1940,2047,358
1489,1879,566
1708,1795,234
1607,2194,111
1378,1860,244
1536,2079,315
1607,2022,167
1575,1747,308
1688,2029,311
1367,1903,311
1472,1717,312
1362,2182,362
1342,1897,232
1424,1645,362
1408,2108,332
1717,1740,385
1595,1858,357
1617,1820,351
1499,1559,343
1459,1821,423
1562,2169,302
1621,2197,337
1314,1806,263
1833,2217,253
1798,2137,302
1622,2100,238
1680,1793,504
1318,1738,34
1535,1785,228
1539,1713,93
1269,1931,228
1291,2035,62
1658,1833,249
1537,1833,171
1778,2048,258
1408,1677,374
1468,1886,231
1476,1871,193
1275,1442,95
1412,2007,173
1378,1774,170
1426,2044,312
1544,1800,342
1482,2180,191
1745,2104,390
2119,2146,108
1485,1838,170
1531,1953,81
1739,2167,356
1533,1972,314
1429,1605,346
1443,1735,160
2062,2136,237
1588,1781,161
1575,1851,148
1702,1731,434
1318,1933,83
1497,2136,227
1353,1832,515
1243,1725,293
1356,2200,497
1423,1737,472
1360,1833,161
1987,2087,324
1920,1948,171
1835,2157,340
1249,1897,459
1653,1759,369
1537,2179,136
1322,1457,450
1905,2080,198
1354,2040,466
2079,2082,327
1729,2228,289
1321,1794,444
1386,1516,139
1868,1998,170
1510,1832,176
1851,2030,50
1526,1593,503
1918,2022,326
1702,2187,345
1323,2193,92
1898,2071,265
1577,2206,385
1858,1901,373
1632,2188,440
1676,2073,486
1486,1505,278
1400,1863,283
2025,2181,453
1538,1726,154
1806,1922,207
1490,1884,276
1268,1487,297
1743,1892,67
1738,2137,350
1876,2038,238
1455,2052,84
1599,2001,484
1298,1531,124
1616,2134,192
1619,2052,263
1492,1783,304
1926,2140,140
1616,1805,366
2006,2128,325
1351,2198,144
2005,2020,340
1886,2086,34
1345,2088,291
1291,1727,594
1454,1511,210
1292,2098,253
1635,2149,324
1463,2156,257
1866,1913,323
1669,2185,97
1379,2155,376
1683,1838,33
1654,1839,444
2048,2220,27
1239,1795,244
1268,1604,311
1813,2132,237
1999,2183,221
1242,1633,312
1578,2153,315
1795,2080,217
1471,2092,129
1807,2000,256
1336,2027,308
1851,2191,194
1594,1704,479
1598,1838,415
1826,1862,360
1642,1781,469
1897,2055,361
1947,2130,170
1310,1936,230
1594,1658,200
2029,2082,434
1308,1514,121
1541,1614,310
1584,1940,198
1343,1347,53
1846,2146,136
1612,1994,289
1281,2050,284
1739,2084,200
1641,2070,467
1879,2031,180
1451,1498,243
1338,1737,317
1931,1951,373
1629,1775,412
1387,2198,198
1657,1954,410
1253,1428,272
1467,1803,501
2030,2033,125
1250,2053,270
1484,1699,354
1769,2148,482
1821,2149,404
1291,1761,341
1436,1605,264
1301,1618,132
1974,2049,366
1377,1513,285
1631,2179,334
1664,1870,340
1974,2029,281
1759,1803,277
1253,1666,39
1790,2045,268
1301,1999,379
1306,1452,309
1329,1681,296
1330,2192,90
1453,1545,37
1758,2190,307
1344,2217,555
1350,1928,632
1330,1563,199
1532,2121,385
1766,2047,156
1620,1954,261
1313,1416,270
1508,1825,81
1363,1488,258
1582,2076,386
1449,1636,136
1358,2077,113
1655,1673,287
1979,2183,168
1469,1893,125
1539,2222,560
1391,1938,286
1481,2113,207
1295,1499,318
1502,2122,273
1254,1451,307
1277,1980,263
1436,1800,332
1800,1958,384
1685,2004,347
1538,2088,303
1925,2118,124
1855,2141,110
1351,2045,327
1300,2087,258
1552,2178,439
1749,2030,214
1416,2187,282
1629,1929,415
2006,2134,189
1527,1640,254
2107,2226,43
1640,1670,108
1531,1613,217
1316,1950,592
1498,1527,186
1342,1596,196
1492,1585,255
1393,1638,116
1434,2196,317
1617,1724,388
1784,1916,24
2116,2144,61
1591,1650,433
1349,1409,317
1866,2160,379
1410,1575,371
1297,1662,394
1732,2025,233
1375,1971,279
1871,2034,515
1529,1764,344
1234,1536,326
1819,2146,437
1659,1779,350
1664,2097,106
1543,2205,387
1511,2163,154
1441,1550,94
1991,2177,289
1519,1624,173
1525,2203,373
1300,1423,322
1522,1528,521
1537,2156,135
1258,2162,83
1649,2008,343
1308,1750,82
1536,1676,220
1442,2147,284
1481,1824,413
1241,2108,534
1303,2133,293
1773,1934,231
1402,1449,375
1607,1643,113
2105,2163,92
1888,2057,189
1788,1860,390
1392,1748,158
1636,2114,226
2034,2073,412
1361,1517,52
1983,2101,380
1381,2032,417
1697,1905,358
1467,1607,311
1341,2129,205
1272,1381,163
1274,1301,496
1550,1744,258
1929,2176,328
1397,1665,372
1567,1771,102
1288,1972,178
1444,1587,480
1941,2099,379
1365,1369,256
1367,1717,228
1369,1656,305
1896,2168,243
1681,1931,338
1690,1909,177
1535,1827,194
1471,1968,129
1382,1706,572
1926,2222,422
1563,1945,455
1995,2148,326
1289,2020,386
1805,2118,325
1297,2168,416
1565,2133,447
1788,1938,148
1773,1974,154
1491,1530,238
1564,1890,184
1504,1845,278
1350,1959,550
1302,2187,491
1447,1748,314
1350,1991,309
1760,2196,206
1886,2122,395
1236,1736,148
1259,1517,88
1378,1388,287
1346,1688,424
1692,2216,250
1359,1851,53
1321,2169,404
1694,2000,274
1486,2057,156
2042,2198,366
1469,1534,51
1343,1785,237
1454,1752,303
1517,1938,401
1867,1893,230
1435,1840,408
1270,1288,203
1735,1869,255
1726,1941,382
1399,1869,266
1388,2021,126
1846,1979,90
1409,2054,246
1331,1988,281
1584,1633,282
1691,2044,517
1611,1723,192
1291,1746,243
1339,1708,102
1351,1768,272
1456,1962,399
1879,2226,138
1549,1591,207
1658,2131,486
1585,2066,225
1390,1828,488
2152,2197,463
1570,1767,339
1346,1573,308
1591,2008,233
1306,2078,126
1881,2012,282
1834,2191,404
1941,2119,362
1493,1799,383
2060,2176,243
1491,1856,271
1232,1759,305
1762,1939,66
1264,1761,253
1368,1490,177
1632,1795,224
1874,1886,282
1761,1916,328
1256,1604,14
2106,2159,251
1399,2076,201
2042,2051,253
1850,2023,106
1375,2083,216
1827,2201,322
1247,2109,408
1700,2074,147
1427,2138,178
1543,2022,359
1883,2027,295
1714,1837,583
1574,1992,373
1803,1808,612
1752,1866,97
1624,1740,285
1722,1822,450
1377,2109,209
1787,2017,301
1416,1931,132
1758,1880,431
1363,1536,270
1354,1941,369
1693,2002,97
1478,1699,190
1680,1910,402
1506,1820,220
1568,1578,339
1356,2085,322
1565,2054,138
1649,1964,377
1713,1849,128
1362,2120,332
1606,2071,492
1363,1595,151
1393,1902,256
1419,1944,69
1286,1507,176
1512,1549,86
1529,1564,127
2095,2103,331
1271,1392,247
2020,2053,77
2155,2157,138
2156,2220,163
1232,1633,300
1775,1937,33
1469,2092,234
1265,1869,345
1300,1324,223
1363,1994,201
1502,1991,286
1502,1633,380
1543,2080,201
2024,2041,11
1352,1899,255
1741,1922,486
1600,1831,412
1427,1458,120
1408,2070,179
1688,1991,466
1473,2144,312
1580,2140,174
1591,2083,391
1657,2166,509
1362,1722,405
1632,2078,274
1311,1967,363
2105,2172,169
1413,1758,452
1855,1868,253
2182,2226,188
1701,1753,437
1424,1787,345
1305,1387,254
1617,2198,462
1885,2062,368
1749,1859,117
1301,1593,457
1859,2192,243
1566,1935,155
1760,1840,487
1656,2031,370
1757,1972,593
1906,1926,516
1830,1925,113
1351,2137,103
1482,2131,301
1817,1985,171
1901,2008,262
1303,1368,394
1254,1452,254
1446,1578,332
1243,1255,184
1539,2226,480
1255,2149,398
1387,2073,531
1606,1669,111
1547,2106,181
1846,1947,169
1873,2044,149
1361,1484,473
1321,2082,490
1721,2018,459
1685,1688,126
1480,2214,287
2046,2114,332
1766,1982,266
1422,2172,193
1595,1695,171
1963,2178,161
1768,2202,162
1383,2016,134
1769,1917,211
1799,2146,335
1466,1911,212
1587,1602,453
1360,1363,112
1793,1984,44
1462,1763,246
1254,1370,229
1325,1921,173
1799,2132,338
1680,1712,283
1339,1493,341
2048,2144,322
1452,1640,281
1592,1604,529
1992,2108,254
1489,2067,598
1469,1702,180
1715,2018,53
1719,2060,309
1243,1486,285
1521,1544,134
1439,1785,218
1890,2210,159
1265,1613,118
1575,2018,398
1425,1784,158
1860,2184,213
1708,2116,365
1584,1852,158
1705,1911,135
1371,2175,220
1479,1966,156
1521,2048,226
1683,2039,50
1950,2122,120
1644,1899,332
1957,2117,355
1751,1954,115
1657,2125,276
1418,1670,282
1843,2043,199
1247,1442,155
1416,1492,155
1508,1631,551
1995,2128,287
1798,1934,255
1499,1727,383
1687,1867,322
1537,1622,92
1319,1691,317
1351,1558,106
1341,1871,47
1242,1630,263
1498,1888,152
1255,2001,175
1357,1688,416
1627,1661,397
1256,1974,119
1480,1612,127
1512,1709,259
1596,1772,183
1317,2146,191
1335,1904,202
1461,1714,333
1431,1452,221
1997,2171,339
1457,1831,495
1564,2034,321
1284,1408,414
1479,1778,471
1446,1843,96
1252,2108,216
1950,2227,230
1423,1586,506
1247,1462,120
1447,1662,24
1261,1757,326
1832,2060,164
1291,1454,421
1361,2175,262
1523,1925,257
1898,1960,328
2064,2222,174
1256,1464,166
1655,2181,70
1581,1903,348
1404,1673,331
1753,1929,382
1952,2018,146
1469,2152,244
1244,2069,151
1583,2161,137
1404,1771,352
1577,1898,400
1543,2155,258
1372,1626,121
1923,2010,226
1751,2138,269
1277,2099,175
1490,2221,183
1608,2145,347
1837,2191,356
1782,2147,155
1259,1387,58
1752,2165,375
1308,1635,333
2140,2210,471
1832,2039,100
1261,1780,70
1351,1420,364
1608,1813,183
1495,1696,345
1421,1613,21
1316,1325,505
1631,1999,404
2095,2218,220
2148,2212,164
1630,2215,101
1328,1917,409
1388,1693,242
1972,2188,534
1430,1824,247
1415,1988,332
1484,1583,509
1237,1585,427
1409,1788,76
1288,2038,134
1598,1839,453
2104,2191,528
2044,2140,326
1804,2004,189
1521,2158,374
1379,1487,640
1947,2076,422
1619,2077,250
1310,2009,174
1431,2077,60
1455,2101,383
1524,2203,430
1519,2202,224
1530,2093,180
1363,2059,276
1654,2144,221
1952,2166,560
1281,1530,70
1605,2081,295
1299,2020,437
1607,1912,361
1449,1452,80
1607,1691,263
1520,1998,343
1598,1852,145
2054,2185,154
1699,1878,464
1276,1629,370
2117,2135,386
1711,2175,322
1349,1931,403
1307,1640,186
1531,1806,235
1705,1832,264
1659,2109,514
1573,1795,235
1308,1473,162
1725,2018,196
1471,2065,330
1303,1349,356
1507,1929,450
1831,1955,217
1395,2140,199
1795,1855,196
1713,2136,371
1583,2174,409
1519,1905,134
1480,2141,292
1402,2075,118
1932,2158,357
1972,1980,361
1650,1768,364
1501,1812,222
1717,2173,334
1706,1985,427
1553,2005,72
1968,2191,197
1835,1849,237
1512,1616,196
1403,1989,156
1377,1394,214
1630,2004,339
1305,1900,151
1397,1999,344
1277,1670,251
1382,2082,535
1279,1926,332
1778,2157,219
2000,2223,366
1749,1857,265
1468,2048,233
1323,1648,220
1264,1712,213
1793,2020,143
1422,1997,343
1665,2152,193
1319,1721,229
1941,1988,116
1880,1909,152
1544,1852,353
1482,1597,299
1441,1900,371
1873,2178,207
1764,2116,286
1279,1991,301
1405,2185,244
1616,1743,357
1729,1856,167
1641,2182,66
1516,1939,233
1318,1521,172
1373,1782,549
1744,1825,163
1369,1736,143
1783,2135,268
1975,2045,422
1500,2153,493
1675,2041,328
1465,1812,322
1587,1802,561
1489,1767,16
1303,1395,274
1918,2016,278
2082,2089,246
1401,1425,421
1269,1475,261
1786,2099,331
1348,1663,221
1493,2091,301
1711,1939,221
1696,1742,202
1267,1780,161
1882,1962,248
1331,2041,536
1766,2039,108
1256,2017,503
1445,1598,325
1823,2150,97
1289,2180,319
1233,1826,285
1591,1836,249
1420,1710,220
1618,2014,196
1393,1542,130
1714,1770,543
1427,1984,282
1417,1583,456
2077,2133,482
1957,2173,414
1613,2047,104
1257,2196,225
1974,2166,55
1571,1628,203
1416,2215,287
1397,1830,447
1744,2100,273
1306,1973,409
1267,2150,52
1299,1855,315
1354,2133,183
1467,2005,207
1472,1520,94
1808,2022,485
1336,1438,379
1279,1862,295
2045,2203,449
1916,2041,369
1658,2015,351
1957,2112,81
1814,1858,453
1318,2090,195
1673,2061,289
1913,2004,285
1455,1651,80
2137,2214,297
1481,1550,415
1341,1850,252
1610,2142,212
1418,1931,334
1828,2032,164
1613,1965,59
1574,1920,98
1383,2153,469
1520,1644,300
1326,1625,313
1841,2049,374
1254,1790,58
1665,1924,287
1872,2179,174
1912,2190,327
1623,2109,321
1902,2040,278
1527,2048,313
2067,2114,443
1394,2102,528
1743,1860,74
1800,2114,464
1982,2223,477
1672,2029,528
1888,1907,177
1294,1385,190
2151,2225,377
1375,1497,129
1869,1934,168
1279,1672,58
1985,2220,266
1234,1762,213
1838,2028,408
1235,1858,331
1248,1835,416
1867,2187,297
1242,1835,300
1827,2145,328
1303,2046,276
1448,2085,297
1507,1903,310
1239,1853,314
1399,2014,221
1480,1918,200
1665,2130,98
1334,1842,311
1672,2058,75
1433,2213,566
1375,2202,212
1557,2098,291
1684,2185,154
1412,2014,80
1739,1752,306
1639,1710,397
1234,2171,100
1667,1716,159
1415,2145,175
1491,1744,50
1463,1829,381
1663,2047,348
1740,2057,177
1342,1648,128
1851,1979,164
1718,1918,148
1282,1375,30
1451,1640,346
1319,1877,245
1558,1746,276
1782,1875,317
1949,2139,199
1873,2198,273
1366,1809,280
1935,2070,187
1941,2169,494
1333,2229,431
1385,2174,194
1651,1935,392
1653,2210,325
2213,2221,135
1896,2157,218
1440,1623,485
2091,2157,97
1876,2091,301
1345,1536,156
1533,1748,173
1722,2113,457
1457,1664,171
1452,1673,435
1928,2153,413
1536,1816,200
1305,2100,374
1268,1511,474
1675,1804,272
1849,2027,163
1356,1711,347
1642,1649,213
1989,2035,85
1678,1709,585
1893,2123,143
1380,2180,412
1283,1362,495
1882,2015,237
1719,1721,298
1527,1734,446
1638,2102,202
1851,1963,267
1518,1961,40
1823,1879,297
1427,2230,366
1821,2046,166
1309,1780,272
1599,1747,278
1484,1906,394
1801,1915,251
1318,1498,256
1393,2020,243
1814,2122,438
1311,1938,240
1827,2135,266
1820,2230,171
1604,2077,435
1575,1679,408
1395,1615,217
1430,1613,178
1370,1519,400
1439,1993,449
1305,1412,165
1374,1806,236
1335,2071,157
1927,2040,519
1250,1612,168
1551,1659,287
1870,2158,81
1325,1504,394
1527,2139,505
1665,2044,259
1427,1810,286
1530,2073,135
1537,1888,297
1494,2186,328
1328,1509,419
1475,1720,145
2182,2228,175
1273,1603,91
1259,1281,529
1313,1599,358
1383,2110,455
1233,2160,432
1415,1812,216
1737,1969,76
1324,1788,517
1883,2223,445
1468,1741,183
1477,2228,84
1238,1857,225
2115,2194,350
1397,1639,178
1741,2057,217
1484,2165,597
1370,1379,19
1558,1660,310
1642,2109,462
1529,1775,299
1584,1829,152
1235,1574,339
1589,1878,32
1575,2156,329
1280,1393,289
1557,1612,277
1272,1302,370
1264,1921,598
1994,2074,428
1739,2074,111
1350,1557,147
1582,1734,193
1960,2154,82
1718,2070,760
1386,1983,345
1471,1782,402
1954,2060,155
1742,1851,128
1404,1873,92
1449,1912,479
1582,1709,166
1486,2034,412
1548,1611,242
1254,2202,463
1785,2031,201
1569,2098,167
1304,1705,112
1737,2153,80
1491,1747,90
1389,1928,402
1324,1936,381
1870,1917,370
1261,1271,194
1323,1475,263
1287,1315,379
1909,2117,110
1392,2006,131
1491,2179,362
1639,1989,240
1579,2084,355
1797,1815,67
1509,2087,154
1355,2005,356
1396,1955,234
1676,1820,182
1668,2095,144
1355,1875,216
1247,1916,386
1389,2190,304
1380,2137,24
1619,1983,227
1672,2101,351
1463,1506,194
1383,1424,393
1258,1951,298
1613,2155,297
1314,1444,248
1514,1874,274
1610,2123,238
1793,2153,22
1447,1499,171
1784,2101,400
1393,1781,272
1516,2218,293
1558,1988,97
1421,1430,191
1518,1825,240
1333,1555,123
1522,1666,399
1307,1620,293
1383,1804,437
1473,1570,264
1578,2099,362
1650,2088,19
1265,1678,563
1840,2149,224
1852,2216,297
1474,1647,184
1783,1851,222
1268,1431,409
1494,2009,83
1685,1993,420
1360,1574,424
1670,1974,296
1778,2116,93
1342,2195,231
1501,1743,298
1435,1685,377
1552,1924,553
1934,2163,381
1606,1983,285
1640,2042,286
1308,1987,164
1390,1514,281
1910,2199,426
2121,2133,473
1673,1798,371
1758,2074,443
1672,1798,414
1283,1648,291
1309,1815,256
1243,1312,322
1792,2108,421
1906,2219,367
1538,1755,336
1870,2130,216
1690,1751,449
1559,2151,285
1293,2113,259
1277,1291,120
1393,2043,212
1345,1718,422
1745,2177,425
1881,1934,169
1876,2056,138
1505,1579,92
1762,2186,290
1680,1854,119
1295,1635,414
1998,2157,352
1291,2177,242
1831,2112,322
1485,1901,575
1330,1591,418
1945,2003,142
1611,1953,156
1348,2218,276
1951,2131,189
1370,1603,150
1572,1823,465
1682,1716,80
1273,1791,147
1504,1605,108
1234,1459,247
1601,1918,284
1541,2169,327
1419,2100,384
1336,1491,193
1938,2185,97
1610,2079,272
1547,1918,382
1974,2122,287
1465,2027,83
1310,1421,366
1559,1646,497
1512,2079,140
1300,1761,144
1285,1716,282
1634,2150,360
1535,1682,328
1464,1623,71
1635,2106,245
1237,1572,491
1417,1991,161
1573,2069,298
1677,1739,115
1963,2043,380
1343,2134,192
1553,1646,656
1999,2113,347
1283,1422,113
1768,1925,228
1389,1833,99
1234,1513,100
1732,2229,419
1386,1965,193
1875,2071,177
1804,1917,469
1550,1628,195
1883,2165,141
1934,1979,125
1432,2115,322
1793,2071,33
1333,1553,102
1421,1967,477
2043,2087,187
1283,2114,166
1439,1851,373
1477,2183,389
1774,2060,325
1440,1885,353
1554,1593,169
1478,2179,265
1299,1982,249
1242,2067,311
1599,1723,426
1883,2218,273
1566,1955,245
1744,2017,94
1644,1841,238
1577,2190,164
1337,2057,219
2103,2149,222
1246,2133,353
1308,1802,233
1268,1700,24
1492,1895,425
1732,1985,178
1740,1769,277
1868,2212,245
1648,1954,183
1581,1593,77
2061,2175,111
1769,2213,489
1385,1903,194
1291,1982,58
1692,1783,208
1299,1338,476
1311,1847,260
1515,1908,505
1793,1831,153
1550,2141,427
1874,1891,297
1559,1626,275
1381,1386,121
1567,1775,453
1335,1871,161
1603,1764,380
1316,1559,229
1581,2079,247
1387,2015,359
1691,1883,104
1726,2126,431
1353,1555,468
1542,1808,229
1250,1885,75
1811,1963,144
1562,1976,406
1313,1902,141
1815,2155,382
1595,1599,270
1557,1622,173
1911,2098,383
1294,1817,217
1709,2125,349
1340,2023,217
1736,1862,240
1444,2020,482
1615,1948,455
1818,2057,221
1645,2071,550
1271,2008,190
1277,1738,258
1470,1486,139
1541,1867,160
1488,1812,182
2012,2024,379
1682,1760,178
1842,1883,395
1343,1595,376
1449,1856,271
1544,1636,355
1589,1591,510
1977,2075,390
1597,1790,285
1602,1904,197
1714,2115,226
1758,2023,399
1333,1482,324
1778,2085,85
1432,1999,133
1666,2051,270
2093,2227,324
1363,1968,65
1411,2072,217
1281,2105,65
1878,2033,408
1478,1594,149
1532,2128,176
1344,1810,371
1493,1672,482
1729,1850,316
1394,1916,274
1620,1882,46
1733,2190,2
1930,2171,144
1788,2199,226
1571,1814,311
1347,2222,446
1402,1641,375
1541,1741,271
1445,1909,278
1416,1901,292
1236,1505,298
1881,2154,340
1755,2171,379
1369,2207,215
1682,1829,466
1392,1459,18
1612,2076,245
1528,1964,465
1987,2222,544
1543,1834,431
1551,1917,341
1479,1724,388
1936,2041,259
1915,2215,315
1742,1881,283
1479,1639,426
1485,1529,281
1803,1847,395
1891,2149,198
1441,1539,97
1254,2124,230
1697,2230,278
1367,2107,271
1551,1777,304
1674,1700,143
1507,1822,51
1900,2215,111
1555,1837,436
1331,1572,21
1613,1717,228
1924,2084,448
2038,2134,62
1447,2172,433
1894,1939,188
1706,2111,271
1726,2151,202
1592,2079,187
1782,1961,127
1438,1958,313
1895,1990,218
1366,1446,176
1466,2140,272
1404,1730,296
1379,1403,450
1385,1593,361
1353,2086,428
1572,1924,69
1307,1483,120
1629,1960,171
1267,1273,145
1241,1742,502
1289,2121,142
1626,1971,387
1461,1955,274
1419,1701,74
1963,2147,276
1418,1703,207
1764,2063,295
1290,1760,380
1329,1414,202
2029,2084,88
1374,1400,384
1265,2030,372
1301,1912,424
1649,1845,457
1900,1952,380
1328,1401,81
1762,1999,262
2084,2162,35
1916,1990,162
1520,1709,432
1779,1896,190
1267,1885,88
1605,2029,234
1254,1420,444
1256,1304,447
1267,1588,225
1321,2013,567
1485,1996,116
1936,2037,357
1640,1758,281
1425,1870,440
1899,2041,363
1450,2115,319
1527,1543,455
1509,1645,318
1508,1766,371
1845,2009,274
1818,1834,388
1542,1870,254
1530,2079,76
1341,1853,384
1436,1797,200
1344,2109,299
1902,2039,96
1931,2043,490
1705,1950,161
1689,1774,359
1812,2168,309
1672,1968,284
1258,2087,37
1464,1908,391
1284,1358,274
1314,2102,283
1627,1984,319
1384,1573,228
2081,2091,312
2140,2211,44
1479,1550,532
1512,2170,301
1325,1448,163
1419,2213,83
1782,2196,338
1405,1570,438
1414,1938,121
1580,1652,130
1953,1969,274
1812,1850,126
1380,1527,326
1292,1753,453
1361,1802,497
1336,1872,312
1418,2165,257
1306,1967,289
1277,1830,319
1966,2039,173
1815,2201,398
1514,2174,200
1459,1894,186
1447,2002,334
1600,1917,110
1734,2036,152
1315,1483,340
1706,1840,523
1420,1941,371
1266,2029,202
1706,2028,495
1883,2224,48
1350,1627,278
1336,1749,461
1613,2173,558
1778,2221,324
1495,1720,424
1747,1866,157
1455,1580,375
1530,1585,339
1438,1454,177
1659,2144,44
1710,1894,285
1273,1698,322
1389,2149,318
1926,1954,144
1251,2223,425
1243,1952,361
1459,2174,111
1863,2111,181
1868,1949,279
1309,2138,138
2069,2092,66
1893,2003,184
1560,1783,73
1340,2019,316
1438,2024,276
1602,1823,46
1558,1936,230
1594,1914,171
1525,1792,575
1326,1811,300
1471,1611,364
1249,1745,219
1751,1863,370
1682,1736,300
1677,1942,365
1746,2096,201
1803,2022,306
1268,1855,170
